invoice_id;branch;city;customer_type;gender;product_line;unit_price;quantity;invoice_date;invoice_time;payment
253-12-6086;A;Yangon;Member;Female;Sports and travel;984;7;2024-05-06;12:43:00;Credit card
808-65-0703;C;Naypyitaw;Normal;Male;Home and lifestyle;3547;4;2024-05-06;17:22:00;Credit card
571-94-0759;B;Mandalay;Member;Female;Food and beverages;746;10;2024-05-06;20:55:00;Cash
144-51-6085;A;Yangon;Member;Male;Home and lifestyle;7074;4;2024-05-06;16:05:00;Credit card
731-14-2199;A;Yangon;Member;Female;Home and lifestyle;3554;10;2024-05-06;13:34:00;Ewallet
783-09-1637;B;Mandalay;Normal;Female;Sports and travel;6743;5;2024-05-06;18:13:00;Ewallet
687-15-1097;C;Naypyitaw;Member;Female;Health and beauty;2112;2;2024-05-06;19:17:00;Cash
126-54-1082;A;Yangon;Member;Female;Home and lifestyle;2154;9;2024-05-06;11:44:00;Credit card
633-91-1052;A;Yangon;Normal;Female;Home and lifestyle;1203;2;2024-05-06;15:51:00;Cash
477-24-6490;B;Mandalay;Normal;Female;Health and beauty;9971;6;2024-05-06;16:52:00;Ewallet
566-19-5475;B;Mandalay;Normal;Male;Fashion accessories;4797;7;2024-05-06;20:52:00;Cash
526-86-8552;C;Naypyitaw;Member;Female;Home and lifestyle;2182;10;2024-05-06;17:36:00;Cash
376-56-3573;C;Naypyitaw;Normal;Female;Fashion accessories;9542;4;2024-05-06;13:23:00;Ewallet
537-72-0426;C;Naypyitaw;Member;Male;Fashion accessories;7099;10;2024-05-06;16:28:00;Cash
828-61-5674;A;Yangon;Member;Male;Sports and travel;4402;10;2024-05-06;19:57:00;Credit card
136-08-6195;A;Yangon;Normal;Female;Home and lifestyle;6996;8;2024-05-06;17:01:00;Credit card
523-38-0215;C;Naypyitaw;Normal;Male;Home and lifestyle;37;1;2024-05-06;13:29:00;Credit card
490-29-1201;A;Yangon;Normal;Female;Sports and travel;1534;1;2024-05-06;11:09:00;Cash
667-92-0055;A;Yangon;Member;Male;Health and beauty;9983;6;2024-05-06;15:02:00;Ewallet
565-17-3836;A;Yangon;Member;Female;Health and beauty;4767;4;2024-05-06;14:21:00;Cash
498-41-1961;B;Mandalay;Normal;Male;Health and beauty;6668;5;2024-05-06;18:01:00;Cash
593-95-4461;C;Naypyitaw;Member;Male;Home and lifestyle;7486;1;2024-05-06;14:49:00;Cash
226-71-3580;C;Naypyitaw;Normal;Female;Sports and travel;2375;9;2024-05-06;12:02:00;Cash
283-79-9594;B;Mandalay;Normal;Female;Food and beverages;4851;7;2024-05-06;13:30:00;Credit card
430-60-3493;A;Yangon;Member;Female;Home and lifestyle;9488;7;2024-05-06;14:38:00;Cash
139-20-0155;B;Mandalay;Member;Male;Electronic accessories;403;10;2024-05-06;17:37:00;Credit card
558-80-4082;C;Naypyitaw;Normal;Male;Electronic accessories;2785;7;2024-05-06;17:20:00;Ewallet
278-97-7759;A;Yangon;Member;Female;Electronic accessories;6248;1;2024-05-06;20:29:00;Cash
316-68-6352;A;Yangon;Member;Female;Food and beverages;3636;2;2024-05-06;10:00:00;Cash
585-03-5943;B;Mandalay;Normal;Male;Health and beauty;1811;10;2024-05-06;11:46:00;Ewallet
211-05-0490;C;Naypyitaw;Member;Female;Electronic accessories;5192;5;2024-05-06;13:42:00;Cash
727-75-6477;C;Naypyitaw;Normal;Male;Electronic accessories;2884;4;2024-05-06;14:44:00;Cash
744-02-5987;A;Yangon;Member;Male;Home and lifestyle;7838;6;2024-05-06;14:16:00;Ewallet
307-83-9164;A;Yangon;Member;Male;Home and lifestyle;6001;4;2024-05-06;15:54:00;Cash
779-06-0012;C;Naypyitaw;Member;Female;Home and lifestyle;8861;1;2024-05-06;10:21:00;Cash
446-47-6729;C;Naypyitaw;Normal;Male;Fashion accessories;9982;2;2024-05-06;18:09:00;Credit card
573-10-3877;B;Mandalay;Member;Male;Health and beauty;3901;1;2024-05-06;16:46:00;Credit card
735-06-4124;C;Naypyitaw;Normal;Male;Food and beverages;4861;1;2024-05-06;15:31:00;Cash
439-54-7422;A;Yangon;Normal;Female;Electronic accessories;5119;4;2024-05-06;17:15:00;Credit card
396-90-2219;B;Mandalay;Normal;Female;Electronic accessories;1496;8;2024-05-06;12:29:00;Cash
411-77-0180;A;Yangon;Member;Male;Electronic accessories;722;7;2024-05-06;20:14:00;Ewallet
286-01-5402;A;Yangon;Normal;Female;Sports and travel;4023;7;2024-05-06;13:22:00;Cash
803-17-8013;A;Yangon;Member;Female;Home and lifestyle;8879;8;2024-05-06;17:09:00;Cash
512-98-1403;A;Yangon;Member;Female;Electronic accessories;2648;3;2024-05-06;10:40:00;Ewallet
848-42-2560;A;Yangon;Normal;Female;Fashion accessories;8191;2;2024-05-06;17:43:00;Cash
532-59-7201;B;Mandalay;Member;Male;Sports and travel;7993;6;2024-05-06;14:04:00;Cash
181-94-6432;C;Naypyitaw;Member;Male;Fashion accessories;6933;2;2024-05-06;19:05:00;Ewallet
870-76-1733;A;Yangon;Member;Female;Food and beverages;1423;5;2024-05-06;10:08:00;Credit card
423-64-4619;A;Yangon;Member;Female;Health and beauty;1555;9;2024-05-06;13:12:00;Cash
227-07-4446;C;Naypyitaw;Member;Female;Electronic accessories;7813;10;2024-05-06;20:51:00;Cash
174-36-3675;C;Naypyitaw;Member;Male;Food and beverages;9937;2;2024-05-06;17:29:00;Cash
428-83-5800;C;Naypyitaw;Member;Female;Food and beverages;2108;3;2024-05-06;10:25:00;Cash
603-07-0961;C;Naypyitaw;Member;Male;Electronic accessories;7479;5;2024-05-06;11:34:00;Cash
704-20-4138;C;Naypyitaw;Member;Female;Health and beauty;2967;7;2024-05-06;18:58:00;Credit card
787-15-1757;C;Naypyitaw;Member;Male;Health and beauty;4407;4;2024-05-06;16:28:00;Ewallet
649-11-3678;C;Naypyitaw;Normal;Female;Food and beverages;2293;9;2024-05-06;20:26:00;Cash
622-20-1945;C;Naypyitaw;Normal;Female;Health and beauty;3942;1;2024-05-06;15:08:00;Cash
372-94-8041;A;Yangon;Normal;Male;Health and beauty;1526;6;2024-05-06;18:03:00;Ewallet
563-91-7120;A;Yangon;Normal;Female;Fashion accessories;6177;5;2024-05-06;13:21:00;Cash
746-54-5508;A;Yangon;Normal;Male;Home and lifestyle;2152;6;2024-05-06;12:48:00;Credit card
276-54-0879;B;Mandalay;Normal;Male;Sports and travel;9774;4;2024-05-06;19:53:00;Ewallet
815-11-1168;A;Yangon;Member;Male;Food and beverages;9978;5;2024-05-06;19:09:00;Cash
719-76-3868;C;Naypyitaw;Member;Male;Food and beverages;9426;4;2024-05-06;16:30:00;Cash
730-61-8757;B;Mandalay;Member;Male;Health and beauty;5113;4;2024-05-06;10:11:00;Credit card
340-66-0321;A;Yangon;Member;Male;Electronic accessories;3636;4;2024-05-06;13:07:00;Cash
868-81-1752;B;Mandalay;Normal;Male;Home and lifestyle;2202;9;2024-05-06;18:48:00;Cash
634-97-8956;A;Yangon;Normal;Male;Food and beverages;329;3;2024-05-06;17:27:00;Credit card
566-71-1091;A;Yangon;Normal;Male;Fashion accessories;7702;5;2024-05-06;15:59:00;Cash
442-48-3607;A;Yangon;Member;Male;Food and beverages;2348;2;2024-05-06;11:21:00;Credit card
835-16-0096;C;Naypyitaw;Member;Male;Sports and travel;147;5;2024-05-06;13:48:00;Ewallet
527-09-6272;A;Yangon;Member;Female;Electronic accessories;2845;5;2024-05-06;10:17:00;Credit card
898-04-2717;A;Yangon;Normal;Male;Fashion accessories;764;9;2024-05-06;15:49:00;Ewallet
692-27-8933;B;Mandalay;Normal;Female;Sports and travel;5795;6;2024-05-06;13:02:00;Cash
633-09-3463;C;Naypyitaw;Normal;Female;Electronic accessories;4765;3;2024-05-06;12:58:00;Credit card
374-17-3652;B;Mandalay;Member;Female;Food and beverages;4282;9;2024-05-06;15:26:00;Credit card
378-07-7001;B;Mandalay;Member;Male;Electronic accessories;4809;3;2024-05-06;18:23:00;Credit card
433-75-6987;B;Mandalay;Member;Female;Health and beauty;5597;7;2024-05-06;19:06:00;Ewallet
873-95-4984;B;Mandalay;Member;Female;Health and beauty;769;7;2024-05-06;20:21:00;Cash
416-13-5917;C;Naypyitaw;Normal;Female;Food and beverages;9703;5;2024-05-06;16:24:00;Ewallet
150-89-8043;A;Yangon;Normal;Male;Sports and travel;4465;3;2024-05-06;15:04:00;Cash
135-84-8019;A;Yangon;Normal;Female;Fashion accessories;7793;9;2024-05-06;16:10:00;Ewallet
441-94-7118;A;Yangon;Member;Male;Electronic accessories;7195;1;2024-05-06;12:14:00;Cash
725-96-3778;C;Naypyitaw;Member;Female;Home and lifestyle;8925;8;2024-05-06;10:13:00;Cash
531-80-1784;A;Yangon;Normal;Male;Electronic accessories;2602;7;2024-05-06;17:38:00;Cash
400-45-1220;B;Mandalay;Normal;Female;Health and beauty;135;10;2024-05-06;11:06:00;Credit card
860-79-0874;C;Naypyitaw;Member;Female;Fashion accessories;993;10;2024-05-06;14:53:00;Credit card
834-61-8124;A;Yangon;Normal;Male;Electronic accessories;5169;7;2024-05-06;18:22:00;Cash
115-99-4379;B;Mandalay;Member;Female;Fashion accessories;5473;7;2024-05-06;19:02:00;Credit card
565-67-6697;B;Mandalay;Member;Male;Home and lifestyle;27;9;2024-05-06;14:16:00;Cash
320-49-6392;C;Naypyitaw;Normal;Female;Electronic accessories;3024;1;2024-05-06;15:44:00;Cash
889-04-9723;B;Mandalay;Member;Female;Food and beverages;8914;4;2024-05-06;12:20:00;Credit card
632-90-0281;C;Naypyitaw;Normal;Female;Fashion accessories;3755;10;2024-05-06;20:01:00;Credit card
554-42-2417;C;Naypyitaw;Normal;Female;Sports and travel;9544;10;2024-05-06;13:45:00;Cash
453-63-6187;B;Mandalay;Normal;Male;Electronic accessories;275;3;2024-05-06;15:40:00;Ewallet
578-80-7669;B;Mandalay;Normal;Male;Sports and travel;7497;1;2024-05-06;16:58:00;Cash
612-36-5536;A;Yangon;Member;Male;Food and beverages;8096;8;2024-05-06;11:12:00;Credit card
605-72-4132;C;Naypyitaw;Normal;Female;Food and beverages;9447;8;2024-05-06;15:12:00;Cash
471-41-2823;C;Naypyitaw;Normal;Male;Food and beverages;9979;2;2024-05-06;20:37:00;Ewallet
462-67-9126;A;Yangon;Normal;Male;Home and lifestyle;7322;6;2024-05-06;17:44:00;Cash
272-27-9238;C;Naypyitaw;Normal;Female;Food and beverages;4124;4;2024-05-06;16:23:00;Cash
834-25-9262;C;Naypyitaw;Normal;Female;Fashion accessories;8168;4;2024-05-06;12:12:00;Cash
122-61-9553;C;Naypyitaw;Normal;Female;Electronic accessories;5132;9;2024-05-06;19:33:00;Cash
468-88-0009;A;Yangon;Member;Male;Home and lifestyle;6594;4;2024-05-06;10:29:00;Cash
613-59-9758;C;Naypyitaw;Normal;Female;Sports and travel;1436;10;2024-05-06;14:28:00;Cash
254-31-0042;A;Yangon;Member;Male;Electronic accessories;215;9;2024-05-06;12:46:00;Credit card
201-86-2184;B;Mandalay;Member;Female;Electronic accessories;2626;7;2024-05-06;19:40:00;Cash
261-12-8671;B;Mandalay;Normal;Female;Fashion accessories;6096;2;2024-05-06;19:39:00;Credit card
730-70-9830;C;Naypyitaw;Normal;Female;Home and lifestyle;7011;6;2024-05-06;17:54:00;Ewallet
382-25-8917;C;Naypyitaw;Normal;Male;Fashion accessories;4208;6;2024-05-06;12:25:00;Cash
422-29-8786;A;Yangon;Normal;Female;Home and lifestyle;6709;5;2024-05-06;16:47:00;Credit card
667-23-5919;A;Yangon;Member;Female;Fashion accessories;967;5;2024-05-06;12:52:00;Ewallet
843-01-4703;B;Mandalay;Member;Female;Home and lifestyle;3538;9;2024-05-06;19:50:00;Credit card
743-88-1662;C;Naypyitaw;Normal;Male;Sports and travel;9549;7;2024-05-06;18:17:00;Ewallet
595-86-2894;C;Naypyitaw;Member;Male;Fashion accessories;9698;4;2024-05-06;17:20:00;Ewallet
182-69-8360;B;Mandalay;Normal;Female;Electronic accessories;2365;4;2024-05-06;13:32:00;Credit card
289-15-7034;A;Yangon;Member;Male;Sports and travel;8233;4;2024-05-06;10:37:00;Credit card
462-78-5240;C;Naypyitaw;Normal;Female;Electronic accessories;2661;2;2024-05-06;14:35:00;Cash
868-52-7573;B;Mandalay;Normal;Female;Food and beverages;9969;5;2024-05-06;12:09:00;Cash
153-58-4872;C;Naypyitaw;Member;Female;Food and beverages;7489;4;2024-05-06;15:32:00;Ewallet
662-72-2873;A;Yangon;Normal;Female;Food and beverages;4094;5;2024-05-06;13:58:00;Ewallet
525-88-7307;B;Mandalay;Member;Male;Sports and travel;7582;1;2024-05-06;13:19:00;Cash
689-16-9784;C;Naypyitaw;Normal;Male;Food and beverages;4677;6;2024-05-06;13:37:00;Cash
725-56-0833;A;Yangon;Normal;Female;Health and beauty;3232;10;2024-05-06;16:49:00;Credit card
394-41-0748;C;Naypyitaw;Member;Female;Fashion accessories;5407;9;2024-05-06;14:55:00;Ewallet
596-42-3999;B;Mandalay;Normal;Male;Food and beverages;1822;7;2024-05-06;14:04:00;Credit card
541-89-9860;C;Naypyitaw;Member;Female;Fashion accessories;8048;3;2024-05-06;12:31:00;Cash
173-82-9529;B;Mandalay;Normal;Female;Fashion accessories;3795;10;2024-05-06;14:51:00;Cash
563-36-9814;A;Yangon;Member;Male;Electronic accessories;7682;1;2024-05-06;18:27:00;Ewallet
308-47-4913;A;Yangon;Member;Female;Sports and travel;5226;10;2024-05-06;12:45:00;Credit card
885-17-6250;A;Yangon;Normal;Female;Health and beauty;7974;1;2024-05-06;10:36:00;Ewallet
726-27-2396;A;Yangon;Normal;Female;Health and beauty;775;5;2024-05-06;20:36:00;Ewallet
316-01-3952;A;Yangon;Normal;Female;Food and beverages;5427;5;2024-05-06;14:16:00;Ewallet
760-54-1821;B;Mandalay;Normal;Male;Home and lifestyle;1359;9;2024-05-06;10:26:00;Cash
793-10-3222;B;Mandalay;Member;Female;Health and beauty;4106;6;2024-05-06;13:30:00;Credit card
346-12-3257;B;Mandalay;Member;Male;Electronic accessories;1924;9;2024-05-06;16:28:00;Cash
110-05-6330;C;Naypyitaw;Normal;Female;Food and beverages;3943;6;2024-05-06;20:18:00;Credit card
651-61-0874;C;Naypyitaw;Normal;Male;Home and lifestyle;4622;4;2024-05-06;20:04:00;Credit card
236-86-3015;C;Naypyitaw;Member;Male;Home and lifestyle;1398;1;2024-05-06;13:38:00;Ewallet
831-64-0259;B;Mandalay;Normal;Female;Fashion accessories;3975;5;2024-05-06;10:43:00;Ewallet
587-03-7455;C;Naypyitaw;Member;Female;Fashion accessories;9779;7;2024-05-06;17:30:00;Ewallet
882-40-4577;A;Yangon;Member;Male;Sports and travel;6726;4;2024-05-06;15:28:00;Credit card
732-67-5346;A;Yangon;Normal;Male;Food and beverages;1379;5;2024-05-06;19:07:00;Credit card
725-32-9708;B;Mandalay;Member;Female;Fashion accessories;6871;4;2024-05-06;19:01:00;Cash
256-08-8343;A;Yangon;Normal;Female;Home and lifestyle;5653;4;2024-05-06;19:48:00;Ewallet
372-26-1506;C;Naypyitaw;Normal;Female;Fashion accessories;2382;5;2024-05-06;19:24:00;Ewallet
244-08-0162;B;Mandalay;Normal;Female;Health and beauty;3421;10;2024-05-06;13:00:00;Cash
569-71-4390;B;Mandalay;Normal;Male;Sports and travel;2187;2;2024-05-06;14:29:00;Ewallet
132-23-6451;A;Yangon;Member;Male;Health and beauty;2097;5;2024-05-06;13:21:00;Cash
696-90-2548;A;Yangon;Normal;Male;Sports and travel;2584;3;2024-05-06;18:55:00;Ewallet
472-15-9636;A;Yangon;Normal;Male;Home and lifestyle;5093;8;2024-05-06;19:36:00;Ewallet
268-03-6164;B;Mandalay;Normal;Male;Health and beauty;9611;1;2024-05-06;16:28:00;Ewallet
750-57-9686;C;Naypyitaw;Normal;Female;Home and lifestyle;4538;4;2024-05-06;13:48:00;Credit card
186-09-3669;C;Naypyitaw;Member;Female;Health and beauty;8151;1;2024-05-06;10:57:00;Ewallet
848-07-1692;B;Mandalay;Normal;Female;Health and beauty;5722;2;2024-05-06;17:13:00;Ewallet
745-71-3520;A;Yangon;Member;Female;Electronic accessories;2522;7;2024-05-06;10:23:00;Cash
266-76-6436;C;Naypyitaw;Member;Female;Food and beverages;386;3;2024-05-06;13:57:00;Ewallet
740-22-2500;C;Naypyitaw;Normal;Female;Electronic accessories;8405;3;2024-05-06;13:29:00;Cash
271-88-8734;C;Naypyitaw;Member;Female;Fashion accessories;9721;10;2024-05-06;13:00:00;Credit card
301-81-8610;B;Mandalay;Member;Male;Fashion accessories;2542;8;2024-05-06;19:42:00;Credit card
489-64-4354;C;Naypyitaw;Normal;Male;Fashion accessories;1628;1;2024-05-06;15:36:00;Cash
198-84-7132;B;Mandalay;Member;Male;Fashion accessories;4061;9;2024-05-06;13:40:00;Cash
269-10-8440;A;Yangon;Member;Male;Health and beauty;5317;7;2024-05-06;18:01:00;Cash
650-98-6268;B;Mandalay;Member;Female;Food and beverages;2087;3;2024-05-06;13:53:00;Credit card
741-73-3559;B;Mandalay;Normal;Male;Sports and travel;6727;5;2024-05-06;17:27:00;Cash
325-77-6186;A;Yangon;Member;Female;Home and lifestyle;9065;10;2024-05-06;10:53:00;Ewallet
286-75-7818;B;Mandalay;Normal;Male;Fashion accessories;6908;2;2024-05-06;19:48:00;Credit card
574-57-9721;C;Naypyitaw;Normal;Male;Food and beverages;4327;2;2024-05-06;16:53:00;Ewallet
459-50-7686;A;Yangon;Normal;Female;Electronic accessories;2346;6;2024-05-06;19:14:00;Ewallet
616-87-0016;B;Mandalay;Normal;Male;Fashion accessories;9554;7;2024-05-06;14:36:00;Credit card
837-55-7229;B;Mandalay;Normal;Female;Fashion accessories;4744;1;2024-05-06;18:19:00;Credit card
751-69-0068;C;Naypyitaw;Normal;Male;Sports and travel;9924;9;2024-05-06;19:09:00;Ewallet
257-73-1380;C;Naypyitaw;Member;Male;Sports and travel;8293;4;2024-05-06;16:51:00;Ewallet
345-08-4992;A;Yangon;Normal;Male;Home and lifestyle;3399;6;2024-05-06;15:37:00;Credit card
549-96-4200;C;Naypyitaw;Member;Male;Food and beverages;1704;4;2024-05-06;20:15:00;Ewallet
810-60-6344;C;Naypyitaw;Normal;Female;Electronic accessories;4086;8;2024-05-06;14:38:00;Credit card
450-28-2866;C;Naypyitaw;Member;Male;Food and beverages;1744;5;2024-05-06;19:25:00;Cash
394-30-3170;B;Mandalay;Member;Female;Sports and travel;8843;8;2024-05-06;19:35:00;Credit card
138-17-5109;A;Yangon;Member;Female;Home and lifestyle;8921;9;2024-05-06;15:42:00;Credit card
192-98-7397;C;Naypyitaw;Normal;Male;Fashion accessories;1278;1;2024-05-06;14:11:00;Ewallet
301-11-9629;A;Yangon;Normal;Female;Sports and travel;191;7;2024-05-06;10:43:00;Cash
390-80-5128;B;Mandalay;Member;Female;Health and beauty;1915;1;2024-05-06;17:58:00;Credit card
235-46-8343;C;Naypyitaw;Member;Male;Food and beverages;2766;10;2024-05-06;11:26:00;Credit card
453-12-7053;C;Naypyitaw;Normal;Male;Fashion accessories;4574;3;2024-05-06;17:38:00;Credit card
296-11-7041;B;Mandalay;Member;Female;Health and beauty;2707;1;2024-05-06;20:07:00;Credit card
449-27-2918;B;Mandalay;Member;Female;Sports and travel;3912;1;2024-05-06;11:02:00;Credit card
891-01-7034;B;Mandalay;Normal;Female;Electronic accessories;7471;6;2024-05-06;19:07:00;Cash
744-09-5786;B;Mandalay;Normal;Male;Electronic accessories;2201;6;2024-05-06;18:50:00;Cash
727-17-0390;A;Yangon;Normal;Female;Food and beverages;6361;5;2024-05-06;12:43:00;Ewallet
568-88-3448;A;Yangon;Normal;Male;Health and beauty;25;1;2024-05-06;15:09:00;Ewallet
187-83-5490;A;Yangon;Member;Male;Electronic accessories;2077;4;2024-05-06;13:47:00;Cash
767-54-1907;B;Mandalay;Member;Female;Fashion accessories;2956;5;2024-05-06;16:59:00;Cash
710-46-4433;B;Mandalay;Member;Female;Food and beverages;774;9;2024-05-06;14:15:00;Credit card
533-33-5337;B;Mandalay;Normal;Male;Electronic accessories;7939;10;2024-05-06;20:24:00;Cash
325-90-8763;C;Naypyitaw;Member;Female;Electronic accessories;4657;10;2024-05-06;13:58:00;Cash
729-46-7422;C;Naypyitaw;Normal;Male;Food and beverages;3589;1;2024-05-06;16:52:00;Credit card
639-76-1242;C;Naypyitaw;Normal;Male;Food and beverages;4052;5;2024-05-06;15:19:00;Cash
234-03-4040;B;Mandalay;Member;Female;Food and beverages;7305;10;2024-05-06;12:25:00;Credit card
326-71-2155;C;Naypyitaw;Normal;Female;Sports and travel;7395;4;2024-05-06;10:02:00;Cash
320-32-8842;C;Naypyitaw;Member;Female;Food and beverages;2262;1;2024-05-06;18:58:00;Cash
470-32-9057;A;Yangon;Member;Male;Food and beverages;5134;5;2024-05-06;15:31:00;Credit card
878-30-2331;C;Naypyitaw;Member;Female;Sports and travel;5455;10;2024-05-06;11:22:00;Credit card
440-59-5691;C;Naypyitaw;Member;Female;Health and beauty;3715;7;2024-05-06;13:12:00;Credit card
554-53-3790;B;Mandalay;Normal;Male;Sports and travel;3702;6;2024-05-06;18:33:00;Cash
746-19-0921;C;Naypyitaw;Normal;Male;Food and beverages;2158;1;2024-05-06;10:02:00;Ewallet
233-34-0817;C;Naypyitaw;Member;Female;Electronic accessories;9884;1;2024-05-06;11:21:00;Cash
767-05-1286;C;Naypyitaw;Member;Female;Home and lifestyle;8377;6;2024-05-06;12:10:00;Ewallet
340-21-9136;A;Yangon;Member;Female;Sports and travel;4005;4;2024-05-06;11:40:00;Cash
405-31-3305;A;Yangon;Member;Male;Fashion accessories;4313;10;2024-05-06;18:31:00;Credit card
731-59-7531;B;Mandalay;Member;Male;Health and beauty;7257;8;2024-05-06;17:58:00;Cash
676-39-6028;A;Yangon;Member;Female;Electronic accessories;6444;5;2024-05-06;17:04:00;Cash
502-05-1910;A;Yangon;Normal;Male;Health and beauty;6518;3;2024-05-06;20:35:00;Credit card
485-30-8700;A;Yangon;Normal;Female;Sports and travel;3326;5;2024-05-06;16:10:00;Credit card
598-47-9715;C;Naypyitaw;Normal;Male;Electronic accessories;8407;4;2024-05-06;16:54:00;Ewallet
701-69-8742;B;Mandalay;Normal;Male;Sports and travel;3437;10;2024-05-06;10:11:00;Ewallet
575-67-1508;A;Yangon;Normal;Male;Electronic accessories;386;1;2024-05-06;11:26:00;Ewallet
541-08-3113;C;Naypyitaw;Normal;Male;Food and beverages;6597;8;2024-05-06;20:29:00;Cash
246-11-3901;C;Naypyitaw;Normal;Female;Electronic accessories;328;10;2024-05-06;12:12:00;Cash
674-15-9296;A;Yangon;Normal;Male;Sports and travel;3714;5;2024-05-06;13:05:00;Ewallet
305-18-3552;B;Mandalay;Member;Male;Home and lifestyle;6038;10;2024-05-06;16:19:00;Cash
493-65-6248;C;Naypyitaw;Member;Female;Sports and travel;3698;10;2024-05-06;19:48:00;Credit card
438-01-4015;B;Mandalay;Member;Female;Sports and travel;4949;4;2024-05-06;15:25:00;Ewallet
709-58-4068;B;Mandalay;Normal;Female;Fashion accessories;4109;10;2024-05-06;14:42:00;Cash
795-49-7276;A;Yangon;Normal;Male;Fashion accessories;3715;4;2024-05-06;18:59:00;Ewallet
556-72-8512;C;Naypyitaw;Normal;Male;Home and lifestyle;2296;1;2024-05-06;20:47:00;Cash
627-95-3243;B;Mandalay;Member;Female;Home and lifestyle;7768;9;2024-05-06;13:21:00;Ewallet
686-41-0932;B;Mandalay;Normal;Female;Fashion accessories;347;2;2024-05-06;19:48:00;Ewallet
510-09-5628;A;Yangon;Member;Female;Fashion accessories;1966;10;2024-05-06;18:20:00;Credit card
608-04-3797;B;Mandalay;Member;Female;Health and beauty;2532;8;2024-05-06;20:24:00;Ewallet
148-82-2527;C;Naypyitaw;Member;Female;Home and lifestyle;1212;10;2024-05-06;13:44:00;Credit card
437-53-3084;B;Mandalay;Normal;Male;Fashion accessories;9989;2;2024-05-06;11:48:00;Ewallet
632-32-4574;B;Mandalay;Normal;Male;Sports and travel;7592;8;2024-05-06;14:14:00;Cash
556-97-7101;C;Naypyitaw;Normal;Female;Electronic accessories;6322;2;2024-05-06;15:51:00;Cash
862-59-8517;C;Naypyitaw;Normal;Female;Food and beverages;9024;6;2024-05-06;11:17:00;Cash
401-18-8016;B;Mandalay;Member;Female;Sports and travel;9813;1;2024-05-06;17:36:00;Cash
420-18-8989;A;Yangon;Member;Female;Sports and travel;5152;8;2024-05-06;15:47:00;Cash
277-63-2961;B;Mandalay;Member;Male;Sports and travel;7397;1;2024-05-06;15:53:00;Credit card
573-98-8548;C;Naypyitaw;Member;Female;Fashion accessories;319;1;2024-05-06;12:40:00;Ewallet
620-02-2046;C;Naypyitaw;Normal;Male;Home and lifestyle;694;2;2024-05-06;19:48:00;Ewallet
282-35-2475;B;Mandalay;Normal;Female;Sports and travel;9331;2;2024-05-06;17:53:00;Cash
511-54-3087;B;Mandalay;Normal;Male;Sports and travel;8845;1;2024-05-06;16:36:00;Credit card
726-29-6793;A;Yangon;Member;Male;Electronic accessories;2418;8;2024-05-06;20:54:00;Ewallet
387-49-4215;B;Mandalay;Member;Female;Sports and travel;485;3;2024-05-06;12:50:00;Cash
862-17-9201;B;Mandalay;Normal;Female;Food and beverages;8405;6;2024-05-06;10:48:00;Credit card
291-21-5991;B;Mandalay;Member;Male;Health and beauty;6129;5;2024-05-06;14:28:00;Cash
602-80-9671;C;Naypyitaw;Member;Female;Home and lifestyle;1595;6;2024-05-06;17:15:00;Credit card
347-72-6115;B;Mandalay;Member;Female;Sports and travel;9074;7;2024-05-06;18:03:00;Credit card
209-61-0206;A;Yangon;Normal;Female;Home and lifestyle;4291;5;2024-05-06;17:29:00;Ewallet
595-27-4851;A;Yangon;Normal;Female;Fashion accessories;5428;7;2024-05-06;18:05:00;Ewallet
189-52-0236;A;Yangon;Normal;Male;Electronic accessories;9955;7;2024-05-06;12:07:00;Cash
503-07-0930;C;Naypyitaw;Member;Male;Sports and travel;5839;7;2024-05-06;19:49:00;Credit card
413-20-6708;C;Naypyitaw;Member;Female;Fashion accessories;5147;1;2024-05-06;15:52:00;Ewallet
425-85-2085;B;Mandalay;Member;Male;Health and beauty;5486;5;2024-05-06;16:48:00;Ewallet
521-18-7827;C;Naypyitaw;Member;Male;Home and lifestyle;3939;5;2024-05-06;20:46:00;Credit card
220-28-1851;A;Yangon;Normal;Male;Home and lifestyle;3473;2;2024-05-06;18:14:00;Ewallet
600-38-9738;C;Naypyitaw;Member;Male;Sports and travel;7192;5;2024-05-06;15:05:00;Credit card
734-91-1155;B;Mandalay;Normal;Female;Electronic accessories;4571;3;2024-05-06;10:34:00;Credit card
451-28-5717;C;Naypyitaw;Member;Female;Home and lifestyle;8317;6;2024-05-06;11:23:00;Cash
609-81-8548;A;Yangon;Member;Female;Home and lifestyle;3744;6;2024-05-06;13:55:00;Credit card
133-14-7229;C;Naypyitaw;Normal;Male;Health and beauty;6287;2;2024-05-06;11:43:00;Cash
534-01-4457;A;Yangon;Normal;Male;Food and beverages;8171;6;2024-05-06;14:36:00;Credit card
719-89-8991;A;Yangon;Member;Female;Sports and travel;9141;5;2024-05-06;16:03:00;Ewallet
286-62-6248;B;Mandalay;Normal;Male;Fashion accessories;3921;4;2024-05-06;20:03:00;Credit card
339-38-9982;B;Mandalay;Member;Male;Fashion accessories;5986;2;2024-05-06;14:55:00;Ewallet
827-44-5872;B;Mandalay;Member;Female;Food and beverages;5436;10;2024-05-06;11:28:00;Credit card
827-77-7633;A;Yangon;Normal;Male;Sports and travel;9809;9;2024-05-06;19:41:00;Cash
287-83-1405;A;Yangon;Normal;Male;Health and beauty;2543;6;2024-05-06;19:01:00;Ewallet
